body_frame,walk_and_talk,weather_reaction,sweating,appetite,skin,hair,lips_and_teeth,eyes,general_signs,memory,mind,mind_on_actions,sleep_quality,emotional_nature,target_dosha
kapha,kapha,vata,kapha,kapha,pitta,kapha,vata,pitta,kapha,kapha,kapha,kapha,kapha,kapha,Kapha
kapha,vata,vata,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,Kapha
kapha,kapha,kapha,kapha,kapha,kapha,kapha,pitta,kapha,kapha,kapha,vata,kapha,kapha,kapha,Kapha
kapha,kapha,kapha,kapha,kapha,kapha,kapha,vata,kapha,kapha,pitta,kapha,kapha,kapha,kapha,Kapha
pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,kapha,pitta,pitta,vata,pitta,Pitta
pitta,pitta,pitta,pitta,kapha,pitta,pitta,pitta,kapha,pitta,pitta,pitta,pitta,pitta,pitta,Pitta
kapha,pitta,kapha,kapha,kapha,kapha,kapha,pitta,kapha,kapha,kapha,kapha,kapha,pitta,kapha,Kapha
vata,vata,vata,pitta,vata,vata,vata,vata,pitta,kapha,vata,vata,pitta,vata,vata,Vata
kapha,kapha,kapha,kapha,vata,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,vata,Kapha
vata,pitta,pitta,pitta,kapha,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,vata,pitta,Pitta
vata,kapha,kapha,kapha,kapha,vata,vata,kapha,kapha,kapha,kapha,kapha,kapha,pitta,kapha,Kapha
vata,kapha,kapha,kapha,kapha,vata,vata,kapha,kapha,vata,kapha,kapha,kapha,kapha,kapha,Kapha
pitta,pitta,pitta,pitta,kapha,vata,pitta,pitta,pitta,pitta,pitta,pitta,pitta,vata,pitta,Pitta
kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,Kapha
vata,pitta,vata,pitta,kapha,vata,vata,kapha,vata,vata,vata,vata,vata,vata,vata,Vata
vata,vata,vata,vata,vata,pitta,pitta,vata,vata,vata,vata,vata,vata,vata,vata,Vata
vata,pitta,pitta,pitta,pitta,pitta,kapha,pitta,pitta,pitta,pitta,kapha,pitta,kapha,pitta,Pitta
vata,kapha,vata,vata,vata,vata,vata,vata,vata,pitta,vata,vata,vata,vata,vata,Vata
pitta,pitta,pitta,vata,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,Pitta
pitta,pitta,kapha,pitta,pitta,pitta,pitta,pitta,pitta,vata,pitta,kapha,pitta,pitta,vata,Pitta
kapha,kapha,pitta,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,vata,kapha,kapha,kapha,Kapha
vata,kapha,kapha,kapha,vata,kapha,kapha,kapha,kapha,vata,kapha,vata,kapha,kapha,kapha,Kapha
kapha,kapha,kapha,kapha,kapha,pitta,kapha,kapha,kapha,kapha,vata,kapha,kapha,kapha,kapha,Kapha
vata,kapha,pitta,kapha,vata,kapha,kapha,kapha,kapha,kapha,pitta,kapha,kapha,kapha,pitta,Kapha
pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,kapha,pitta,pitta,vata,pitta,pitta,Pitta
vata,kapha,kapha,vata,vata,vata,pitta,vata,vata,vata,vata,vata,vata,vata,kapha,Vata
kapha,kapha,kapha,kapha,vata,vata,pitta,kapha,kapha,vata,kapha,kapha,pitta,pitta,kapha,Kapha
pitta,pitta,kapha,pitta,pitta,vata,kapha,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,Pitta
vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,pitta,vata,vata,vata,vata,Vata
vata,vata,vata,pitta,vata,vata,vata,vata,vata,vata,kapha,vata,pitta,vata,vata,Vata
vata,vata,kapha,vata,vata,kapha,kapha,kapha,vata,vata,vata,vata,kapha,vata,vata,Vata
kapha,kapha,vata,pitta,vata,vata,vata,vata,vata,vata,vata,kapha,vata,kapha,vata,Vata
vata,pitta,pitta,pitta,vata,pitta,pitta,pitta,pitta,kapha,pitta,pitta,pitta,pitta,pitta,Pitta
pitta,pitta,pitta,kapha,pitta,pitta,pitta,vata,pitta,pitta,vata,pitta,kapha,pitta,kapha,Pitta
vata,vata,vata,kapha,vata,kapha,pitta,vata,vata,vata,vata,vata,kapha,pitta,vata,Vata
kapha,vata,vata,pitta,pitta,kapha,kapha,kapha,vata,kapha,kapha,kapha,kapha,kapha,kapha,Kapha
kapha,pitta,kapha,kapha,kapha,kapha,kapha,vata,pitta,kapha,kapha,kapha,kapha,kapha,kapha,Kapha
kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,vata,kapha,kapha,kapha,kapha,Kapha
vata,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,kapha,vata,pitta,pitta,Pitta
pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,kapha,kapha,Pitta
kapha,pitta,kapha,pitta,pitta,kapha,kapha,kapha,kapha,vata,kapha,kapha,pitta,kapha,kapha,Kapha
kapha,vata,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,vata,kapha,kapha,kapha,kapha,Kapha
kapha,kapha,pitta,pitta,kapha,kapha,kapha,kapha,kapha,vata,kapha,pitta,kapha,kapha,vata,Kapha
pitta,pitta,vata,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,Pitta
vata,pitta,pitta,pitta,vata,kapha,vata,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,Pitta
kapha,kapha,kapha,kapha,vata,kapha,kapha,kapha,kapha,kapha,kapha,pitta,kapha,kapha,kapha,Kapha
pitta,pitta,kapha,pitta,vata,pitta,pitta,pitta,vata,vata,pitta,pitta,pitta,pitta,pitta,Pitta
vata,vata,vata,vata,vata,vata,vata,vata,kapha,vata,vata,vata,vata,vata,vata,Vata
vata,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,kapha,pitta,pitta,pitta,vata,vata,Pitta
vata,vata,vata,vata,vata,vata,vata,vata,pitta,vata,vata,vata,kapha,vata,vata,Vata
pitta,pitta,pitta,pitta,pitta,pitta,pitta,vata,kapha,pitta,pitta,vata,vata,pitta,pitta,Pitta
pitta,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,Kapha
kapha,vata,pitta,vata,vata,vata,vata,pitta,vata,vata,pitta,vata,vata,vata,vata,Vata
kapha,kapha,kapha,kapha,kapha,kapha,vata,kapha,kapha,pitta,vata,kapha,kapha,kapha,vata,Kapha
pitta,pitta,pitta,pitta,vata,pitta,pitta,vata,pitta,pitta,pitta,pitta,pitta,pitta,pitta,Pitta
vata,vata,kapha,vata,vata,vata,vata,vata,vata,vata,vata,pitta,vata,vata,vata,Vata
vata,vata,vata,vata,vata,kapha,vata,pitta,vata,vata,vata,vata,vata,vata,vata,Vata
pitta,pitta,pitta,pitta,pitta,pitta,kapha,pitta,vata,pitta,pitta,pitta,vata,kapha,pitta,Pitta
pitta,pitta,pitta,pitta,kapha,vata,pitta,pitta,pitta,pitta,pitta,pitta,vata,pitta,pitta,Pitta
pitta,vata,kapha,vata,vata,vata,vata,vata,kapha,vata,vata,vata,pitta,vata,vata,Vata
kapha,kapha,kapha,kapha,kapha,vata,kapha,kapha,kapha,kapha,kapha,kapha,pitta,kapha,vata,Kapha
kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,vata,kapha,kapha,kapha,kapha,Kapha
vata,vata,pitta,vata,pitta,kapha,kapha,vata,vata,vata,pitta,vata,vata,pitta,vata,Vata
pitta,pitta,pitta,pitta,kapha,pitta,kapha,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,Pitta
pitta,pitta,pitta,pitta,vata,pitta,pitta,pitta,pitta,pitta,pitta,vata,pitta,pitta,pitta,Pitta
vata,vata,vata,pitta,kapha,vata,vata,pitta,vata,vata,pitta,vata,kapha,vata,vata,Vata
kapha,pitta,pitta,kapha,pitta,pitta,pitta,kapha,pitta,pitta,pitta,pitta,kapha,pitta,pitta,Pitta
kapha,kapha,vata,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,pitta,Kapha
pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,kapha,pitta,pitta,pitta,pitta,pitta,Pitta
vata,kapha,kapha,kapha,kapha,kapha,kapha,kapha,vata,kapha,kapha,kapha,kapha,vata,kapha,Kapha
pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,kapha,pitta,Pitta
vata,kapha,kapha,pitta,kapha,pitta,vata,kapha,kapha,kapha,kapha,pitta,kapha,kapha,pitta,Kapha
kapha,kapha,vata,vata,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,pitta,Kapha
vata,vata,kapha,pitta,vata,kapha,vata,vata,vata,vata,vata,vata,vata,vata,vata,Vata
vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,Vata
pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,kapha,pitta,pitta,vata,pitta,Pitta
pitta,kapha,kapha,kapha,kapha,kapha,pitta,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,Kapha
vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,Vata
kapha,kapha,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,pitta,vata,Vata
vata,kapha,vata,vata,vata,vata,kapha,vata,vata,pitta,vata,vata,vata,vata,vata,Vata
kapha,kapha,pitta,kapha,kapha,pitta,kapha,kapha,vata,vata,kapha,kapha,kapha,kapha,kapha,Kapha
kapha,kapha,kapha,kapha,pitta,kapha,kapha,kapha,kapha,kapha,pitta,pitta,kapha,kapha,kapha,Kapha
pitta,pitta,vata,vata,kapha,vata,vata,vata,vata,vata,kapha,vata,vata,kapha,vata,Vata
pitta,pitta,pitta,pitta,pitta,pitta,pitta,kapha,pitta,pitta,pitta,vata,pitta,pitta,pitta,Pitta
kapha,kapha,pitta,kapha,kapha,kapha,pitta,kapha,kapha,vata,kapha,kapha,kapha,kapha,kapha,Kapha
pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,vata,pitta,pitta,pitta,kapha,pitta,Pitta
kapha,pitta,kapha,kapha,kapha,pitta,kapha,kapha,pitta,kapha,kapha,kapha,kapha,kapha,kapha,Kapha
kapha,kapha,vata,kapha,kapha,kapha,kapha,kapha,kapha,pitta,pitta,kapha,kapha,kapha,kapha,Kapha
pitta,pitta,vata,pitta,pitta,pitta,pitta,pitta,kapha,pitta,pitta,vata,pitta,pitta,pitta,Pitta
kapha,vata,pitta,vata,vata,vata,vata,pitta,kapha,vata,kapha,vata,kapha,vata,vata,Vata
vata,vata,vata,vata,vata,vata,kapha,vata,vata,vata,vata,vata,vata,vata,vata,Vata
vata,vata,vata,vata,vata,vata,vata,vata,kapha,pitta,kapha,kapha,pitta,vata,vata,Vata
kapha,pitta,pitta,pitta,pitta,vata,pitta,pitta,pitta,vata,kapha,pitta,kapha,pitta,pitta,Pitta
pitta,pitta,kapha,pitta,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,Kapha
pitta,pitta,pitta,vata,pitta,pitta,pitta,pitta,pitta,kapha,pitta,pitta,pitta,pitta,pitta,Pitta
vata,pitta,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,Vata
pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,vata,pitta,kapha,pitta,pitta,pitta,vata,Pitta
vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,pitta,vata,kapha,vata,Vata
vata,vata,vata,vata,vata,pitta,vata,vata,vata,vata,vata,vata,vata,vata,vata,Vata
kapha,pitta,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,pitta,vata,kapha,kapha,Kapha
pitta,pitta,pitta,pitta,pitta,vata,vata,pitta,pitta,pitta,kapha,pitta,vata,pitta,pitta,Pitta
vata,vata,kapha,vata,pitta,pitta,kapha,pitta,vata,vata,vata,vata,vata,kapha,vata,Vata
pitta,kapha,pitta,pitta,pitta,kapha,pitta,pitta,pitta,pitta,pitta,pitta,pitta,kapha,pitta,Pitta
vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,Vata
pitta,vata,pitta,pitta,pitta,pitta,pitta,vata,pitta,pitta,pitta,pitta,pitta,pitta,pitta,Pitta
vata,vata,vata,vata,kapha,kapha,pitta,kapha,vata,kapha,vata,vata,kapha,vata,vata,Vata
vata,kapha,pitta,vata,vata,vata,vata,vata,vata,kapha,vata,vata,vata,vata,vata,Vata
kapha,pitta,kapha,kapha,kapha,pitta,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,Kapha
pitta,pitta,kapha,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,kapha,pitta,pitta,Pitta
pitta,pitta,pitta,vata,pitta,pitta,pitta,pitta,pitta,vata,pitta,vata,vata,pitta,pitta,Pitta
pitta,kapha,pitta,pitta,pitta,pitta,vata,pitta,pitta,pitta,pitta,kapha,pitta,pitta,vata,Pitta
pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,vata,pitta,pitta,Pitta
vata,vata,vata,vata,vata,pitta,vata,vata,vata,kapha,vata,kapha,vata,vata,vata,Vata
kapha,pitta,kapha,pitta,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,Kapha
kapha,vata,vata,kapha,kapha,kapha,kapha,vata,kapha,kapha,kapha,kapha,kapha,kapha,vata,Kapha
vata,vata,pitta,vata,kapha,vata,vata,vata,kapha,pitta,kapha,vata,vata,vata,vata,Vata
pitta,pitta,kapha,vata,pitta,pitta,pitta,kapha,pitta,pitta,pitta,pitta,pitta,pitta,pitta,Pitta
vata,vata,vata,vata,vata,kapha,vata,vata,vata,kapha,vata,kapha,vata,vata,vata,Vata
vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,Vata
pitta,kapha,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,kapha,pitta,pitta,pitta,Pitta
vata,pitta,pitta,vata,pitta,pitta,pitta,pitta,pitta,pitta,kapha,pitta,pitta,pitta,vata,Pitta
pitta,vata,vata,vata,vata,kapha,vata,vata,vata,vata,vata,pitta,vata,vata,vata,Vata
pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,Pitta
vata,vata,vata,pitta,vata,vata,kapha,pitta,vata,vata,vata,vata,kapha,vata,vata,Vata
vata,vata,vata,kapha,vata,vata,vata,kapha,pitta,vata,vata,vata,vata,vata,vata,Vata
pitta,vata,pitta,pitta,pitta,pitta,kapha,pitta,pitta,kapha,pitta,pitta,vata,pitta,pitta,Pitta
vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,Vata
vata,vata,vata,vata,pitta,vata,vata,vata,vata,vata,vata,vata,pitta,kapha,pitta,Vata
vata,vata,vata,kapha,vata,vata,vata,vata,vata,vata,vata,vata,vata,kapha,vata,Vata
pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,vata,pitta,pitta,vata,kapha,Pitta
kapha,kapha,kapha,kapha,kapha,pitta,kapha,kapha,kapha,kapha,kapha,kapha,vata,kapha,kapha,Kapha
kapha,vata,kapha,kapha,kapha,kapha,kapha,pitta,kapha,kapha,pitta,kapha,kapha,kapha,kapha,Kapha
vata,vata,vata,vata,vata,vata,vata,kapha,vata,vata,vata,vata,vata,kapha,vata,Vata
vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,kapha,vata,kapha,kapha,Vata
pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,kapha,Pitta
vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,kapha,vata,vata,vata,pitta,Vata
pitta,vata,pitta,pitta,pitta,pitta,vata,pitta,pitta,pitta,pitta,pitta,vata,pitta,pitta,Pitta
kapha,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,kapha,pitta,kapha,Pitta
kapha,kapha,vata,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,pitta,kapha,kapha,pitta,Kapha
kapha,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,vata,pitta,pitta,pitta,pitta,Pitta
kapha,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,Pitta
vata,vata,vata,kapha,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,Vata
vata,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,pitta,kapha,Kapha
kapha,vata,kapha,kapha,kapha,kapha,pitta,kapha,kapha,pitta,kapha,vata,kapha,kapha,kapha,Kapha
kapha,kapha,kapha,kapha,kapha,vata,pitta,pitta,kapha,kapha,kapha,kapha,kapha,kapha,kapha,Kapha
pitta,pitta,pitta,pitta,pitta,vata,kapha,pitta,pitta,pitta,pitta,pitta,vata,pitta,pitta,Pitta
pitta,vata,pitta,vata,pitta,pitta,pitta,kapha,kapha,pitta,pitta,pitta,pitta,pitta,pitta,Pitta
pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,vata,pitta,kapha,pitta,pitta,pitta,Pitta
kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,pitta,kapha,kapha,Kapha
vata,vata,vata,vata,vata,pitta,vata,vata,vata,vata,vata,vata,vata,vata,vata,Vata
pitta,pitta,pitta,pitta,kapha,pitta,pitta,pitta,kapha,vata,pitta,pitta,pitta,kapha,pitta,Pitta
kapha,pitta,kapha,kapha,vata,kapha,pitta,kapha,pitta,kapha,kapha,kapha,kapha,pitta,kapha,Kapha
pitta,pitta,pitta,pitta,pitta,vata,kapha,pitta,pitta,pitta,pitta,pitta,pitta,pitta,kapha,Pitta
pitta,vata,pitta,pitta,pitta,kapha,pitta,kapha,vata,pitta,pitta,pitta,pitta,pitta,pitta,Pitta
kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,Kapha
pitta,kapha,kapha,vata,vata,kapha,kapha,pitta,kapha,vata,kapha,kapha,kapha,kapha,kapha,Kapha
kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,pitta,Kapha
kapha,kapha,pitta,kapha,kapha,pitta,kapha,kapha,vata,kapha,kapha,kapha,kapha,kapha,kapha,Kapha
kapha,pitta,kapha,kapha,kapha,pitta,kapha,vata,kapha,kapha,pitta,kapha,pitta,kapha,kapha,Kapha
vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,kapha,vata,Vata
vata,vata,vata,vata,vata,vata,pitta,vata,vata,vata,kapha,vata,vata,vata,vata,Vata
kapha,kapha,kapha,kapha,vata,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,Kapha
kapha,kapha,vata,vata,vata,vata,vata,vata,vata,vata,pitta,vata,vata,vata,vata,Vata
vata,vata,vata,vata,kapha,vata,kapha,vata,vata,vata,pitta,vata,vata,vata,pitta,Vata
kapha,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,pitta,pitta,vata,vata,Vata
vata,pitta,pitta,pitta,pitta,kapha,pitta,pitta,pitta,pitta,pitta,pitta,vata,pitta,pitta,Pitta
vata,vata,vata,vata,vata,vata,kapha,pitta,vata,vata,vata,vata,vata,vata,vata,Vata
kapha,kapha,kapha,kapha,pitta,kapha,kapha,kapha,vata,kapha,kapha,kapha,kapha,kapha,kapha,Kapha
pitta,pitta,pitta,kapha,pitta,vata,pitta,pitta,pitta,pitta,vata,pitta,pitta,vata,pitta,Pitta
kapha,pitta,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,pitta,vata,kapha,kapha,kapha,Kapha
pitta,kapha,pitta,pitta,pitta,kapha,pitta,pitta,pitta,pitta,pitta,kapha,pitta,pitta,kapha,Pitta
vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,Vata
kapha,kapha,kapha,kapha,pitta,pitta,kapha,kapha,kapha,kapha,kapha,kapha,vata,kapha,kapha,Kapha
vata,vata,pitta,kapha,vata,vata,vata,vata,vata,vata,vata,vata,vata,kapha,vata,Vata
vata,vata,vata,vata,kapha,vata,vata,vata,vata,vata,vata,vata,vata,pitta,vata,Vata
pitta,pitta,pitta,pitta,pitta,kapha,pitta,pitta,pitta,kapha,kapha,kapha,pitta,vata,pitta,Pitta
pitta,kapha,vata,kapha,kapha,kapha,kapha,vata,kapha,kapha,pitta,kapha,kapha,pitta,kapha,Kapha
vata,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,pitta,kapha,pitta,kapha,kapha,kapha,Kapha
vata,vata,vata,vata,vata,vata,vata,vata,vata,pitta,kapha,pitta,kapha,vata,vata,Vata
vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,kapha,pitta,vata,vata,Vata
vata,kapha,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,Vata
vata,pitta,pitta,pitta,pitta,pitta,pitta,kapha,pitta,pitta,kapha,kapha,pitta,pitta,pitta,Pitta
vata,vata,vata,vata,vata,vata,vata,vata,vata,pitta,vata,kapha,vata,pitta,vata,Vata
kapha,kapha,kapha,kapha,kapha,kapha,vata,kapha,kapha,kapha,vata,kapha,kapha,pitta,kapha,Kapha
pitta,pitta,pitta,pitta,pitta,pitta,vata,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,Pitta
pitta,vata,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,vata,vata,Pitta
kapha,kapha,kapha,kapha,kapha,vata,pitta,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,Kapha
kapha,kapha,kapha,pitta,kapha,vata,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,Kapha
vata,kapha,kapha,vata,vata,vata,vata,pitta,vata,vata,pitta,vata,vata,vata,vata,Vata
vata,vata,vata,vata,kapha,vata,kapha,kapha,vata,vata,vata,vata,vata,vata,vata,Vata
kapha,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,vata,Pitta
kapha,kapha,kapha,kapha,kapha,kapha,pitta,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,Kapha
pitta,pitta,pitta,pitta,pitta,pitta,kapha,pitta,kapha,pitta,vata,pitta,pitta,kapha,pitta,Pitta
vata,pitta,vata,pitta,vata,pitta,pitta,pitta,pitta,vata,vata,pitta,vata,pitta,vata,Pitta
kapha,kapha,kapha,pitta,kapha,kapha,vata,kapha,kapha,kapha,kapha,vata,pitta,kapha,kapha,Kapha
pitta,pitta,pitta,kapha,pitta,pitta,pitta,pitta,kapha,vata,pitta,pitta,pitta,pitta,pitta,Pitta
vata,pitta,vata,pitta,vata,vata,vata,vata,pitta,kapha,vata,vata,vata,vata,vata,Vata
kapha,vata,pitta,kapha,kapha,vata,kapha,kapha,pitta,kapha,kapha,kapha,kapha,pitta,kapha,Kapha
pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,vata,pitta,pitta,pitta,pitta,pitta,vata,Pitta
pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,vata,pitta,pitta,pitta,pitta,pitta,Pitta
pitta,pitta,kapha,pitta,pitta,pitta,pitta,kapha,pitta,pitta,pitta,pitta,pitta,pitta,vata,Pitta
kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,vata,kapha,kapha,kapha,kapha,pitta,Kapha
pitta,pitta,pitta,kapha,pitta,pitta,pitta,vata,vata,pitta,kapha,pitta,pitta,pitta,pitta,Pitta
kapha,vata,kapha,kapha,kapha,vata,kapha,kapha,vata,kapha,vata,kapha,kapha,pitta,kapha,Kapha
pitta,pitta,pitta,pitta,pitta,pitta,vata,pitta,pitta,pitta,vata,kapha,pitta,pitta,kapha,Pitta
vata,vata,pitta,kapha,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,Vata
kapha,kapha,kapha,kapha,kapha,kapha,vata,pitta,kapha,kapha,kapha,kapha,vata,kapha,kapha,Kapha
vata,vata,kapha,vata,vata,vata,vata,vata,vata,pitta,vata,vata,vata,vata,vata,Vata
vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,kapha,vata,vata,Vata
pitta,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,vata,pitta,kapha,Kapha
vata,vata,vata,vata,pitta,pitta,pitta,vata,vata,vata,vata,vata,vata,vata,vata,Vata
vata,vata,kapha,pitta,vata,kapha,kapha,kapha,kapha,vata,pitta,kapha,kapha,kapha,kapha,Kapha
vata,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,pitta,pitta,Kapha
kapha,kapha,kapha,kapha,vata,kapha,vata,kapha,kapha,kapha,pitta,kapha,kapha,kapha,kapha,Kapha
pitta,pitta,pitta,pitta,kapha,pitta,pitta,pitta,pitta,pitta,pitta,pitta,vata,kapha,kapha,Pitta
kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,pitta,kapha,pitta,vata,Kapha
vata,vata,vata,vata,vata,vata,kapha,vata,vata,vata,vata,vata,kapha,kapha,vata,Vata
vata,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,Pitta
pitta,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,kapha,pitta,vata,kapha,kapha,Kapha
kapha,pitta,kapha,kapha,pitta,kapha,kapha,kapha,kapha,vata,kapha,kapha,kapha,kapha,kapha,Kapha
vata,pitta,kapha,vata,pitta,pitta,pitta,vata,pitta,pitta,kapha,pitta,pitta,pitta,pitta,Pitta
vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,kapha,pitta,Vata
kapha,pitta,vata,pitta,kapha,pitta,kapha,pitta,pitta,pitta,vata,pitta,pitta,pitta,pitta,Pitta
pitta,kapha,kapha,kapha,pitta,kapha,vata,kapha,kapha,kapha,kapha,kapha,kapha,kapha,vata,Kapha
kapha,kapha,pitta,kapha,kapha,kapha,vata,vata,kapha,kapha,kapha,kapha,kapha,kapha,kapha,Kapha
vata,vata,vata,vata,pitta,vata,vata,vata,vata,pitta,vata,pitta,vata,vata,vata,Vata
kapha,pitta,pitta,vata,pitta,kapha,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,Pitta
vata,vata,vata,pitta,vata,kapha,vata,vata,vata,vata,vata,vata,vata,vata,vata,Vata
vata,vata,pitta,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,vata,Vata
vata,vata,vata,pitta,vata,pitta,vata,vata,vata,vata,vata,vata,vata,vata,vata,Vata
vata,kapha,kapha,vata,vata,vata,vata,pitta,vata,vata,vata,kapha,vata,vata,vata,Vata
pitta,pitta,pitta,pitta,vata,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,pitta,Pitta
vata,vata,vata,vata,kapha,vata,vata,vata,vata,kapha,vata,vata,kapha,vata,vata,Vata
